pool_size,num_participants,bond_structure,bond_rate,flat_bond,bond_cap,proposer_bond,proposer_mev_model,proposer_budget_profile,proposer_fee,proposer_work_cost,proposer_capital_cost_apy,bounty_fraction,challenge_window_hours,attention_coefficient,adjudicator_accuracy,challenger_mix,stake_distribution,proposer_type,false_resolution_rate,challenge_rate,mean_verification_coverage,mean_bond_locked,mean_time_to_finalization,proposer_deterrence,proposer_liveness_rate,capital_eligibility_rate,mean_eligible_proposers,mean_willing_proposers,single_eligible_rate,single_willing_rate,welfare_loss,num_episodes
5000,10,pool_proportional,0.05,10.0,,250.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6876,0.3433373349339736,0.8202,335.8,32.2368,0.00039999999999995595,1.0,1.0,10.0,10.0,0.0,0.0,5138434.236010854,5000
5000,10,pool_proportional,0.1,10.0,,500.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6778,0.3418263350998777,0.801,667.7,32.0496,0.01880000000000004,1.0,1.0,10.0,10.0,0.0,0.0,5129400.30493451,5000
5000,10,pool_proportional,0.15,10.0,,750.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6714,0.3272035510462904,0.7462,982.2,31.4304,0.05379999999999996,1.0,1.0,10.0,10.0,0.0,0.0,5047848.490681772,5000
5000,10,pool_proportional,0.2,10.0,,1000.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6594,0.2941307743807186,0.682,1263.6,30.3264,0.1038,1.0,1.0,10.0,10.0,0.0,0.0,5015672.234730702,5000
5000,10,pool_proportional,0.25,10.0,,1250.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6208,0.281663061763999,0.6104,1543.0,29.6256,0.16779999999999995,1.0,1.0,10.0,10.0,0.0,0.0,4781173.772946827,5000
5000,10,pool_proportional,0.3,10.0,,1500.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.5922,0.2656731757451182,0.5644,1810.2,28.9632,0.22160000000000002,1.0,1.0,10.0,10.0,0.0,0.0,4591780.714444828,5000
50000,10,flat,0.1,10.0,,10.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6826,0.3478,0.827,13.478,32.3472,0.0,1.0,1.0,10.0,10.0,0.0,0.0,51015064.28934197,5000
50000,10,pool_proportional,0.05,10.0,,2500.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6876,0.3433373349339736,0.8202,3358.0,32.2368,0.00039999999999995595,1.0,1.0,10.0,10.0,0.0,0.0,51384342.3601083,5000
50000,10,pool_proportional,0.1,10.0,,5000.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6778,0.3418263350998777,0.801,6677.0,32.0496,0.01880000000000004,1.0,1.0,10.0,10.0,0.0,0.0,51294003.04934516,5000
50000,10,pool_proportional,0.15,10.0,,7500.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6714,0.3272035510462904,0.7462,9822.0,31.4304,0.05379999999999996,1.0,1.0,10.0,10.0,0.0,0.0,50478484.9068176,5000
50000,10,pool_proportional,0.2,10.0,,10000.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6594,0.2941307743807186,0.682,12636.0,30.3264,0.1038,1.0,1.0,10.0,10.0,0.0,0.0,50156722.34730686,5000
50000,10,pool_proportional,0.25,10.0,,12500.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.6208,0.281663061763999,0.6104,15430.0,29.6256,0.16779999999999995,1.0,1.0,10.0,10.0,0.0,0.0,47811737.729468256,5000
50000,10,pool_proportional,0.3,10.0,,15000.0,pool_fraction,unconstrained,0.0,0.0,0.0,0.0,24.0,1.0,0.9,majority_lazy,uniform,strategic,0.5922,0.2656731757451182,0.5644,18102.0,28.9632,0.22160000000000002,1.0,1.0,10.0,10.0,0.0,0.0,45917807.14444833,5000
